Dialouge ,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,Actor
vjs (16).wav,2195.4731,842452.4575,4376.651868,3844786.783,0.054305144,0.001756384,0.32183483,0.10041717,0.103822728,0.003925674,135.9991776,-205.47716,12969.514,95.761345,1160.8857,-14.531399,1536.9785,3.2404127,502.22964,-9.779725,385.74005,-6.7866507,190.98683,-10.415138,243.45505,-5.5802264,196.56569,-20.950039,295.19293,-0.05912506,157.32599,-3.1825063,121.638504,2.912504,102.02831,-4.8424354,135.3492,-3.749154,155.60852,-2.0846226,91.61243,-9.224482,97.82671,-12.245486,115.831055,1.8378489,80.74644,-6.5281057,74.28626,-1.1803936,77.28707,VJS
vjs (17).wav,2864.637615,1414222.088,5749.003766,3462841.822,0.073037851,0.002908368,0.32047614,0.09458276,0.162174948,0.014082233,103.359375,-150.82756,7161.9634,65.134056,2705.0347,-16.598045,1352.3801,-3.3757765,567.52356,-20.256159,401.96652,-1.2380365,270.8377,-21.486835,328.29623,5.6850576,173.03117,-15.757845,351.45023,-1.7132453,185.38713,-3.9367247,137.48668,3.2694378,165.06383,-5.6627717,144.32338,3.0388205,109.532585,-8.240487,87.279045,0.71784574,88.93839,-6.4389415,120.80589,3.3589303,169.50743,-2.5426474,233.48326,5.0205703,117.21579,VJS
vjs (18).wav,2136.235685,376074.0561,4364.604625,2071014.616,0.098046878,0.002425185,0.3045488,0.09455818,0.102331064,0.002071829,123.046875,-82.88394,1350.8038,103.276955,378.49335,-14.736617,399.57193,21.300644,387.83765,-2.3498983,129.32648,5.110188,81.79866,-9.292256,89.538345,12.323755,179.93716,-15.220158,85.85323,5.3453326,83.83225,1.4473021,62.683647,-3.386644,49.170826,-4.0669146,64.33458,3.8096316,60.627865,-3.350389,35.5723,-5.2829027,91.01067,-8.689988,46.372776,1.3101075,49.260326,-2.3369584,85.55698,3.6582077,105.501564,VJS
vjs (19).wav,1548.614121,935246.6144,2779.000297,2743938.995,0.03156731,0.000682264,0.31973392,0.09215044,0.083332626,0.005527026,129.1992188,-295.08026,10188.806,139.0674,2825.665,-11.367825,1141.6222,10.621128,996.3858,-11.142445,703.0585,-5.232585,498.05753,-20.675655,273.8906,-6.4507685,322.03732,-29.871923,429.04245,1.6616536,303.25388,-9.317325,168.70113,-6.011871,143.3057,-3.939745,161.52853,-12.55845,102.29737,-4.854232,119.80876,-1.5786345,70.1213,-9.627774,69.30973,-7.669543,70.512535,-5.0671406,52.09988,-7.0991254,56.77254,VJS
vjs (20).wav,1319.204686,584527.9,2572.487146,3737758.49,0.022479148,0.000445503,0.3915282,0.10057781,0.058011586,0.00182514,117.4538352,-358.7704,7324.3267,147.69931,1884.3058,4.566327,621.1653,14.257019,456.84988,6.353741,296.86917,-12.42581,323.2565,-2.7802186,169.98979,-6.648011,130.85693,-12.7491665,195.16325,0.19688125,110.15761,-4.718639,94.82598,2.0563323,73.96501,-6.068271,72.70734,0.31540173,68.152214,-1.4783622,67.144226,-3.7405977,44.768974,-7.725179,54.12445,-5.3227167,42.73008,-7.290821,46.39454,-6.51976,36.228127,VJS
vjs (21).wav,2058.824864,1917628.37,3998.854849,8389752.561,0.043693962,0.001693027,0.33831263,0.09978316,0.108273801,0.011064475,117.4538352,-278.55133,10936.839,111.17245,3542.088,-2.0819294,927.8806,5.758486,575.58136,13.371063,349.43045,-14.245865,449.80356,-3.5555358,192.54124,-13.455143,156.80568,-25.10304,366.25964,1.7368447,184.80257,-9.961627,159.23694,-0.11383353,75.10935,-5.0783677,113.27748,-2.8300142,89.84303,-0.22560379,61.903713,-0.6738638,62.851875,-12.116905,70.1608,-0.6304314,38.34631,-8.012643,48.75671,-6.9041963,35.807117,VJS
vjs (22).wav,1978.665445,1842047.484,3845.824072,8315618.277,0.039511792,0.001828936,0.34423104,0.09833817,0.102826447,0.011271868,107.6660156,-298.48907,12754.504,114.82477,3531.1682,0.20530699,1060.2965,8.485449,592.6404,10.718142,508.6378,-11.5635805,403.77618,-2.4065168,268.5798,-11.85926,178.87376,-19.53087,247.95282,1.0545912,165.32884,-11.777067,167.09007,-1.6172493,94.89833,-4.1192136,72.67875,-3.4856308,99.50436,-1.6619568,51.788834,-2.1496801,49.83329,-11.218913,62.794895,-0.35960817,47.898067,-7.9353895,48.126064,-6.1210318,47.938633,VJS
vjs (23).wav,2123.565528,851515.8966,4207.620517,2550603.21,0.017572515,0.000330651,0.40857056,0.08955437,0.106277373,0.005398511,129.1992188,-302.10068,8140.277,106.1399,1560.5878,-17.5037,625.09717,19.302927,401.3183,-11.312168,296.06934,-3.5111978,193.99483,-12.288201,192.27122,-9.630521,123.81525,-26.59347,261.55264,-2.3481288,131.47166,-8.335807,70.67843,-5.7591033,138.48077,-4.9073977,67.52279,-0.42425922,83.833824,-3.4837313,57.060448,-5.601903,52.540455,-4.9934597,39.30899,-1.0918416,40.172043,-7.5075426,46.952335,-1.0798074,30.291967,VJS
vjs (24).wav,2066.447339,721981.3104,3933.335675,2380564.842,0.018877223,0.000296406,0.4168566,0.08777984,0.109944791,0.005289855,143.5546875,-289.98645,6966.785,110.98419,1421.8453,-27.511656,732.95917,14.722621,547.32556,-13.689651,388.42557,-8.160619,215.72932,-14.9087105,176.4279,-5.5475197,144.38074,-29.765387,301.13882,-0.9152308,142.95891,-9.82811,91.54694,-3.202882,181.54604,-4.200287,69.3048,-3.7561603,79.881966,-4.6555333,57.31029,-7.6746764,63.555573,-5.7418246,37.951214,-2.235254,43.377945,-8.698031,55.75237,-2.3463626,36.1485,VJS
vjs (25).wav,1225.605167,642404.7582,2183.478585,2377426.364,0.06257219,0.002902587,0.35409042,0.09285643,0.05732315,0.003022526,143.5546875,-255.2033,7554.7295,152.80637,2201.069,2.1329832,448.91757,7.083772,539.7501,-9.67774,313.48523,0.9985503,234.66843,-8.577858,233.41449,2.9449446,83.965096,-16.86981,257.6051,1.7721708,144.1047,-1.2066113,74.14102,-4.404192,109.68208,-4.0841966,77.26294,-7.446513,115.13245,-3.542195,52.468735,-5.313907,43.59637,-6.6152153,51.33636,-3.5364456,32.535248,-5.210946,29.955532,-6.983982,33.517616,VJS
vjs (26).wav,1218.428185,422886.0322,2155.624013,1757782.906,0.058122654,0.002097643,0.3724299,0.091011904,0.062325147,0.001940651,129.1992188,-222.83344,2719.4902,160.8804,1495.034,-19.323076,364.65176,7.300379,349.4483,-12.880485,250.71169,3.2344203,229.2484,-5.3467956,169.8781,1.4701685,67.46038,-16.443415,160.21327,-2.109593,110.568825,-3.3207862,60.0084,-1.87968,73.84523,-2.8862605,66.53095,-8.689788,78.63381,-3.7856863,32.926098,-6.189427,39.483353,-4.414085,45.41612,-3.7459116,24.514965,-6.753572,27.788143,-7.959976,25.974627,VJS
vjs (27).wav,1263.959539,1186970.278,2282.981691,5397320.043,0.02025744,0.000460044,0.30845067,0.09554491,0.056625099,0.005409551,143.5546875,-403.29575,11657.737,116.358826,1449.4762,24.724796,506.57703,14.83003,383.12506,9.69591,179.7321,3.9537797,136.73459,-0.58173025,189.92285,1.0874388,114.68101,-3.6288333,134.88026,-1.6666943,101.218735,-10.569599,73.0133,-7.8427587,124.64952,-15.594877,77.03891,-13.022643,119.233765,-11.813549,141.3711,-12.12368,107.00989,-10.46185,65.97201,-5.0213466,93.99192,-5.006404,50.331013,0.37285608,50.06728,VJS
vjs (28).wav,2136.82813,936378.0334,4262.823432,3179143.382,0.052824408,0.003195433,0.37711295,0.101907685,0.105452088,0.007262037,129.1992188,-243.80531,11766.966,96.18249,1593.506,-6.0843973,567.48914,14.001991,366.57425,3.5559938,295.34525,-11.167943,195.12775,-10.741644,171.06346,-0.14480576,154.549,-25.018583,342.16693,3.9324217,161.9263,-9.605728,121.19458,-3.8372183,105.27265,-10.481588,89.413414,-9.103102,82.58664,-6.8335257,72.248566,-4.9421773,71.68574,-10.303121,80.95296,-1.5086327,42.014393,-5.552642,69.48047,-3.8457692,48.5783,VJS
vjs (29).wav,2321.725446,1022610.479,4718.222809,3116922.93,0.044712575,0.002271832,0.4121694,0.103184424,0.116241891,0.006901378,135.9991776,-256.6807,12019.278,86.896805,1458.9238,0.2891437,623.1808,22.562092,407.22745,1.3915434,284.63657,-8.418482,229.19041,-7.709293,148.6594,-3.1267712,119.722046,-23.809948,363.2121,1.7616674,133.37704,-13.989916,120.232,-2.978316,90.74334,-8.357792,72.33036,-7.2715764,83.870575,-7.5319667,69.173744,-2.986739,47.20355,-11.218533,76.705055,-1.6189231,42.80112,-3.6151376,36.64825,-5.0739655,32.975445,VJS
vjs (30).wav,1970.023192,826624.6622,3797.619629,2814891.969,0.075223673,0.003922292,0.32334122,0.10203735,0.091189362,0.005192165,123.046875,-190.97801,8968.35,102.886665,1346.8893,-12.677189,841.51105,16.060822,488.07535,-3.2975216,347.4207,-15.286133,254.6695,-12.296898,148.49464,-0.23243275,193.81665,-34.010834,324.56158,-2.1774158,115.81854,-11.833449,83.984276,-4.2273264,152.13676,-9.204177,98.37155,-11.933684,93.16739,-7.716349,73.821434,-4.885174,80.6171,-13.0005245,80.65694,-1.7899824,42.94662,-6.0174265,42.572315,-4.792599,43.343193,VJS
vjs (31).wav,2055.58349,975611.553,4190.388463,3584433.297,0.056990154,0.003913835,0.4166168,0.100037456,0.100497159,0.005811218,117.4538352,-251.5475,13511.155,99.39197,1855.8364,2.6939898,710.1173,21.726238,401.3391,3.4026556,284.57388,-10.172344,290.2652,-5.227575,171.9266,-4.789631,122.05735,-23.865711,338.55072,2.243073,106.623474,-15.244413,130.7882,-2.4652066,81.275536,-9.951593,84.1125,-8.7904215,85.91555,-7.042198,61.00259,-3.4413342,55.366665,-10.439573,87.063934,-3.5439823,45.07303,-4.1995068,49.475243,-4.299288,35.06527,VJS
vjs (32).wav,2162.415036,1004805.989,4362.136019,3190373.213,0.057161855,0.003419405,0.38524744,0.103928976,0.105612155,0.006170473,123.046875,-234.24614,12779.049,95.37619,1815.297,-2.5226579,736.6038,21.573565,451.5701,-4.3184566,292.20132,-11.513973,265.7826,-7.3676763,152.72508,-1.4385347,170.71062,-26.18498,371.75616,1.3571078,137.40067,-14.051633,100.468506,-5.3915124,87.32177,-7.897758,80.7685,-10.491685,111.61012,-8.031075,66.98798,-2.8721027,68.10804,-13.175843,91.98111,-1.798135,38.747147,-5.253745,50.952995,-4.5326023,37.701157,VJS
vjs (33).wav,1438.842246,353757.0742,2881.432576,1837421.256,0.09214651,0.002555498,0.3622196,0.089106925,0.056080538,0.001088248,107.6660156,-140.38219,5150.981,141.0653,661.6581,-1.2905294,434.5028,31.866867,175.90553,-1.2980281,198.82869,11.585461,202.53403,-7.8971305,137.92049,2.280987,109.62415,-19.956446,282.2,11.262017,181.10071,-11.085299,111.94913,5.9912634,99.29565,-12.295706,89.59037,5.6815057,85.02477,-5.685308,66.12442,2.6024156,65.20857,-2.2296786,51.686367,2.2611146,46.921127,-1.372545,47.960575,4.91083,55.984768,VJS
vjs (34).wav,1180.934796,702268.7466,2219.282783,2925763.81,0.047125555,0.002389748,0.48554373,0.097771935,0.043989461,0.001762697,151.9990809,-276.23734,17457.584,131.21161,1126.7379,9.88755,1084.2362,16.779919,726.9321,22.15028,198.17415,7.6780477,329.21573,0.9669249,272.66977,-0.2352465,237.68492,-7.0949793,495.73398,18.638628,199.90558,4.8396025,169.1171,4.533501,75.71052,2.79664,47.325058,1.4853687,65.74426,5.280614,42.895313,5.443547,55.06861,-2.5016406,72.16987,4.7350397,71.017975,3.7960312,90.55493,3.4869442,46.47855,VJS
vjs (35).wav,1170.755794,534871.1756,1957.550892,2543722.4,0.078148132,0.002852386,0.35034847,0.092131004,0.052926113,0.001879585,123.046875,-217.69676,5945.7983,167.00595,1417.6692,6.986342,585.94604,0.23073249,378.67657,8.2609005,466.83875,-4.2691116,161.86478,-3.5758712,206.58282,11.651795,133.04395,-26.681839,320.8836,-0.14099705,138.41888,-19.728048,112.68271,-0.8140689,118.14948,-0.9319738,93.66553,-6.1932445,96.34408,-5.3843765,70.54429,-1.5211556,68.73609,2.0877523,50.13223,-4.118771,57.46554,-5.059868,62.49179,-9.297374,67.29062,VJS
vjs (36).wav,1611.37228,956011.7513,3096.973215,3289290.722,0.096422997,0.004926403,0.3266538,0.09861567,0.069273194,0.004250733,123.046875,-171.62225,7239.306,131.71106,1623.7034,-3.6838853,613.2204,16.984892,507.35132,7.806811,295.23834,-3.669222,217.7326,-9.086657,148.80986,0.33934495,142.22865,-22.35985,360.88412,-4.622524,151.54051,-5.5666757,113.248,0.29832014,124.89874,-6.4975133,80.78451,-1.3235143,83.37674,-9.2919855,82.46547,-3.420634,58.760635,-11.955362,88.298355,-0.59976566,52.892918,-4.8331604,64.66914,-5.0268693,45.631847,VJS
vjs (37).wav,1486.199296,780476.1555,2854.755859,3141873.319,0.155374126,0.008224276,0.29183805,0.09187049,0.054435867,0.002038641,129.1992188,-118.63604,7382.885,130.91629,1293.4287,8.958797,686.9235,25.058006,332.12064,6.042035,253.46844,6.836449,183.32649,-4.977766,128.57361,2.5334215,110.56172,-15.463831,224.88905,-2.2232318,144.08568,-1.425142,77.39737,5.0668054,125.77778,-3.4335082,92.87486,3.8058097,71.56921,-1.4936672,93.336716,4.229476,94.944435,-3.30133,125.82267,3.7787871,59.381466,-1.9336685,55.029133,-3.9061363,50.11968,VJS
vjs (38).wav,1661.307975,430034.777,3455.962073,1673760.888,0.092238191,0.000781707,0.36133143,0.09419409,0.070514181,0.003855281,95.703125,-128.42867,3304.9478,137.16743,878.78925,-18.88365,607.2479,42.62078,537.81226,8.928865,360.77768,-7.051512,377.73322,-0.6181487,483.29276,8.203142,208.08257,-30.667603,265.6537,15.444608,329.25174,-6.101888,85.25948,5.8280435,202.93173,4.3495283,101.64189,-4.024608,122.48712,0.4495862,44.004444,-1.6665998,131.40155,-7.497025,58.285763,3.9900205,85.18649,-6.649127,62.271725,2.471545,102.76217,VJS
vjs (39).wav,1316.762486,681734.7904,2480.527642,3696590.386,0.030922351,0.000725524,0.3760808,0.09811353,0.061312628,0.002540219,135.9991776,-328.97885,6933.683,155.87091,2283.5593,-1.0999002,615.2073,11.04564,457.44342,4.2364664,343.0213,-10.92727,286.45105,-2.6377227,167.1273,-8.885393,159.17403,-11.784544,214.62466,0.9607293,129.3408,-7.04427,126.08646,3.9079144,85.02262,-7.5756955,82.5169,0.8470483,64.46819,-0.01904185,63.24072,-2.0610905,61.766014,-7.8882155,52.42356,-4.7072287,35.568054,-6.2194333,42.442497,-4.8735514,43.61271,VJS
vjs (40).wav,2175.924724,706782.929,4201.753624,2021117.265,0.02434963,0.000553778,0.45561862,0.080874674,0.124287577,0.004664618,107.6660156,-245.96803,7058.434,109.156395,1356.5513,-27.809723,635.87933,8.462654,324.99612,-20.248825,277.29892,-5.578527,229.22177,-11.240235,104.19634,-3.863042,180.2076,-31.632029,399.43954,-0.28210533,139.3168,-5.856115,60.024242,0.64438015,124.237274,-0.8253769,55.555183,-3.3390257,80.72773,-5.7863293,54.440186,-3.4903684,44.493744,-8.615012,61.27753,-2.203054,38.533638,-5.515459,37.47361,-3.5792038,40.57215,VJS
vjs (41).wav,1626.118985,579623.7217,3261.957275,1981357.525,0.131163598,0.00591806,0.3390403,0.098355845,0.069645996,0.003307126,143.5546875,-117.38434,2790.0962,126.16793,1418.5599,-11.875637,387.44464,42.461746,409.10336,7.2828383,251.90962,0.29403397,388.1643,-7.985615,215.87834,3.962256,108.94305,-19.68334,337.91327,4.6942086,221.57104,-5.816745,165.9987,7.03663,163.4098,-5.00125,143.09843,-0.66376364,96.82123,-0.5431811,70.15621,2.0924125,56.83588,-4.142606,65.995865,3.5677073,46.114544,-3.5248327,87.282234,0.5279016,41.793102,VJS
vjs (42).wav,1654.254288,153128.5022,3059.633644,422536.2832,0.023496887,0.000179568,0.31608963,0.10021956,0.075204981,0.000481898,151.9990809,-285.90002,4598.024,120.46364,781.1189,-59.421764,389.37778,20.354336,615.075,-11.106921,503.0716,-9.21095,172.84619,-13.602728,303.61563,-6.805374,208.29572,-20.58163,486.82092,1.6908587,249.15312,-12.733506,106.11901,1.678172,135.41081,-2.847741,52.59901,-5.5561666,351.19925,0.63937634,108.69498,-2.7574399,70.90331,-10.926313,53.39562,-2.6039026,70.0326,-2.1730783,96.17886,-4.448045,165.3091,VJS
vjs (43).wav,1183.114628,99988.50115,2388.698808,595763.3532,0.070999902,0.000893673,0.39147985,0.09473863,0.072431596,0.001043911,135.9991776,-200.89606,1186.7218,213.83986,707.7835,-64.93884,621.22314,29.046537,855.7767,9.896106,579.3564,-13.916423,357.2204,20.103186,251.73518,-8.807143,281.4437,-9.3885,514.4151,2.1273606,272.28488,4.728296,220.00157,6.41559,166.31195,-3.736488,192.42998,-1.9424728,211.06374,3.163375,162.98022,0.3917622,107.90851,-4.4729,101.361206,0.2613446,105.49654,1.2074798,110.77933,-3.9956603,90.77988,VJS
vjs (44).wav,1047.671188,43816.36891,2262.735044,269800.8035,0.023226174,0.000138677,0.41946223,0.08421886,0.053095143,0.000261386,112.3471467,-298.66837,2200.0588,199.60452,532.5775,-57.208363,283.1878,55.577248,232.21596,1.7205132,189.29047,-4.0814004,169.02464,23.175777,60.21191,-13.768687,91.061554,9.445522,184.72903,3.7025604,90.13386,3.3098884,68.33686,4.7064223,74.24233,-9.479207,67.43839,4.880235,68.82231,-0.7139644,55.124313,0.8823869,37.656857,0.42379192,38.493164,-4.4700937,45.06705,4.2941904,38.89149,-6.362919,48.265797,VJS
vjs (45).wav,1785.635822,517030.0118,3873.741985,2583270.101,0.131809724,0.010188762,0.36864254,0.113202676,0.055249484,0.00112103,143.5546875,-149.21603,15148.422,103.01611,1202.8179,0.12352526,184.83235,32.37575,319.13644,18.290464,379.32895,1.5659143,251.07217,-11.282853,191.78041,1.9349548,150.91019,-11.613014,244.68123,-7.2486267,142.07684,-2.7889047,91.43875,-10.557652,112.20336,-6.7152443,82.12818,-0.7164854,50.985947,-4.9950404,111.614296,-1.0721213,65.918434,-9.490441,77.984116,3.1786292,49.260056,-6.4337187,32.59011,2.6426837,24.140926,VJS
vjs (46).wav,676.1739543,110690.8899,1378.839111,505799.1726,0.100238726,0.001533891,0.50106144,0.09116279,0.048085738,0.000918312,172.265625,-264.7001,3671.2937,217.45741,592.49945,27.899889,3847.2522,8.539346,1399.482,23.010704,971.00867,1.438273,549.33203,12.058377,568.7972,16.836725,305.1089,-7.368941,604.4532,-3.2012072,450.07712,17.569366,499.26883,12.013418,349.7619,-4.0891623,335.16312,-5.774751,358.39792,0.9941287,276.6933,0.61839396,414.72736,-2.9681141,213.09439,-1.023661,223.4037,-3.7246113,286.23172,-6.7740364,250.10829,VJS
vjs (47).wav,2691.389769,664579.9997,5112.54069,1536229.842,0.053955986,0.002236962,0.34206927,0.100966185,0.149721499,0.003950042,135.9991776,-205.06857,8462.603,62.62221,1264.088,-30.702541,959.60516,17.80759,143.59688,-7.890195,116.72741,-7.544932,154.83253,-30.274752,238.3672,1.2841604,109.401695,-14.254212,82.841446,8.874397,232.67052,-3.9983633,114.517265,1.6130586,64.69055,-0.40424708,44.0116,-3.8117747,76.86559,4.07129,54.706097,-13.797207,180.63467,-20.537663,207.7281,1.7668185,63.468765,-4.1498775,82.5602,11.915935,156.60222,VJS
vjs (48).wav,806.3212741,77030.73336,1531.549072,462003.5072,0.152440271,0.004736634,0.38741,0.10281158,0.042773438,0.000279155,129.1992188,-157.76094,6240.396,205.21445,939.8879,-31.248419,1781.3713,38.10148,347.21536,9.158291,300.07825,-3.9038334,158.01086,15.072462,78.79609,-5.95944,112.26792,1.0736756,87.39412,-3.0090473,75.541466,4.482353,69.17633,6.747995,77.70421,-3.3837507,63.529194,2.8283296,85.11553,-2.310848,87.3159,-0.6903832,56.446117,-4.631178,70.90686,-6.09613,79.53552,0.6286365,69.93816,-9.937572,81.378914,VJS
vjs (49).wav,1515.603302,658349.3527,2960.007935,2681953.096,0.103901969,0.002324922,0.30696723,0.09607128,0.059296875,0.001942729,172.265625,-146.39491,8922.498,134.60771,1800.789,-7.9183254,812.16986,27.221966,368.8639,3.0126488,301.10318,-8.437582,276.20145,-0.75035757,176.88498,2.193523,154.1156,-32.310265,389.0777,1.5886551,133.65494,-5.8039927,73.78914,-6.955382,107.49332,-2.3007877,137.02637,-1.9855542,101.46549,-4.027984,57.42367,-3.4620254,57.97302,-10.918401,72.127266,0.9302259,36.4841,-9.246108,60.91115,-0.80922127,42.980267,VJS
vjs (50).wav,973.1511344,187331.9861,2010.391207,928612.3111,0.05701428,0.002428266,0.40635955,0.099342264,0.047587263,0.001403465,129.1992188,-287.2791,7337.068,166.82503,2666.2087,-28.437342,421.7617,41.061245,446.39923,5.192358,204.81786,-2.8630166,179.21498,17.778671,112.689026,-4.2422523,70.44172,6.318362,275.0254,1.2798638,110.84034,3.9240878,130.1537,4.8411903,82.69132,-5.702345,69.20745,3.5809438,51.649326,-2.587724,45.336037,-5.461104,69.47144,-2.9921618,79.24177,-2.1281543,43.768185,3.0541177,108.95428,-0.15984413,49.480503,VJS
vjs (51).wav,1766.435836,245139.0353,3391.276349,1392928.366,0.043649508,0.000485575,0.38679117,0.09075252,0.094920032,0.000677859,151.9990809,-165.97816,5594.421,128.71101,806.12634,-35.871643,533.93555,13.359562,149.41681,-16.432539,192.4856,5.7731214,93.48141,-5.4934683,115.53414,7.931779,151.37881,-11.575862,47.4375,9.603815,89.81904,4.9274955,56.380306,10.678394,55.002563,-4.539686,71.61067,-0.15092772,38.966377,-1.8911101,23.242998,8.777923,54.63088,-7.0129423,21.798744,0.70242184,27.220102,4.376291,31.294132,-4.3914433,25.84733,VJS
vjs (52).wav,1080.476207,81419.99793,2181.153123,569221.0427,0.081711977,0.002604443,0.35127977,0.100802645,0.059772897,0.000781066,143.5546875,-210.1869,5927.634,187.75713,1695.7437,-48.610123,784.6245,41.381165,348.28015,-6.0197015,104.63552,-12.31739,286.4054,19.69173,130.72725,-19.941301,179.33221,-9.716654,281.08667,-6.2364416,108.638916,-2.692034,111.55304,5.927436,76.21058,-4.59629,96.16946,3.87321,162.30583,1.5795243,60.073048,-7.482991,76.672554,-5.3339534,67.75673,1.2295493,53.873295,-1.8746644,76.24452,-9.354598,30.455105,VJS
vjs (53).wav,765.4688406,93481.0878,1605.723267,576133.4718,0.076471655,0.000717577,0.3585436,0.091939606,0.03844401,0.000344565,117.4538352,-249.92767,2644.0042,220.70772,735.4592,-16.334553,1195.7316,23.060783,803.16406,29.890888,566.56396,-5.883791,438.0641,7.6907873,318.24698,-4.315588,317.01996,-14.963341,414.89392,0.9741,182.53296,5.5353894,213.68262,-0.22244199,193.05635,0.3405125,172.8237,0.85167,206.6251,-1.8477908,172.68312,0.18969445,140.01755,-1.8432273,151.95177,-1.8450522,129.10945,4.0527673,121.97162,-2.6264162,121.322044,VJS
vjs (54).wav,1697.126379,144840.186,3509.169585,1276063.594,0.124077582,0.008279875,0.4013586,0.09968912,0.062752559,0.000588279,198.7680288,-102.6566,8914.462,121.090576,421.72018,-6.592503,634.5525,14.014302,257.14822,-3.33202,372.61444,-1.7086575,163.22232,-4.266549,97.31476,-2.1490638,162.27473,-17.482714,406.8169,6.1611786,125.70466,1.6623498,88.600365,-3.2793307,190.48755,-4.009712,99.983315,-1.437725,76.225945,-5.432146,31.451696,-2.2673993,30.971022,-5.848459,82.23624,0.96136415,52.72383,-8.178566,82.06364,2.2485805,29.729464,VJS
vjs (55).wav,1305.511993,494606.9308,2566.78772,2507345.434,0.054023379,0.000737376,0.40887198,0.0804315,0.069085015,0.001559668,143.5546875,-188.91206,7086.5254,172.37527,2195.1057,-29.902645,592.0154,22.531494,131.3381,1.8227367,189.43236,1.3392459,157.40266,3.3640418,154.23764,1.9934828,92.35071,-2.607924,222.23322,7.50564,176.67293,3.0477376,75.57032,8.105146,126.463264,-2.0786567,167.75626,-1.4915673,72.94704,1.1349857,120.03498,3.5368698,62.992718,-4.0588465,45.923622,4.917422,43.095676,-3.8470116,103.63634,-2.846697,57.259174,VJS
vjs (56).wav,609.0810492,47717.19958,1194.534275,334008.1325,0.079910334,0.002604175,0.37965715,0.09624156,0.042815371,0.000394416,107.6660156,-303.08203,2488.3027,196.4455,1644.8591,45.515747,1096.5261,9.796874,1338.0276,8.972102,952.2331,1.8659971,453.87305,12.654498,417.2271,0.9877554,444.01242,-21.643965,659.40045,-7.3581066,513.4977,8.764594,399.44156,1.1047087,230.5802,-1.1932303,373.50494,1.8870059,260.44666,-2.5991795,296.42767,-6.0227127,283.5176,-2.854791,247.40054,3.1329546,202.33162,2.883716,188.9393,-4.2081804,280.3155,VJS
vjs (57).wav,926.203965,70673.63481,1650.250854,346127.4853,0.137470208,0.005830756,0.3834088,0.1062815,0.057122803,0.000595841,151.9990809,-166.90216,6870.1426,191.72699,1194.0543,-31.351404,2143.074,37.164417,237.04173,3.2416446,311.40872,5.4322267,236.38734,15.175346,116.306786,-10.353292,82.34145,11.420435,152.20824,-0.5943966,65.161995,2.4925487,79.49788,8.03129,71.378685,-6.7684083,160.76532,-1.1325659,76.755356,-7.6987014,63.062477,-6.089534,74.46096,-7.52332,198.40956,-8.229444,126.78177,6.455577,195.73122,3.9220505,148.80608,VJS
vjs (58).wav,924.2450139,153571.5614,2007.142991,896143.8226,0.061283787,0.001314424,0.37405357,0.105092324,0.043026968,0.0006068,112.3471467,-268.59628,2694.1348,194.23116,1233.8582,-34.96152,389.18225,48.1581,606.7347,13.466128,483.77908,-3.1190457,344.2927,17.993958,141.132,-3.5486236,271.49533,-7.6125865,461.3201,-12.119044,166.76057,2.2181404,117.41459,-3.6318572,152.41669,-8.985113,124.77326,5.234952,94.093796,-3.5666718,64.53226,0.3284625,49.377922,-2.7499478,76.18931,-3.7299984,57.279552,3.47405,43.3108,-7.4265294,61.402664,VJS
vjs (59).wav,1126.590589,74248.94739,2123.736852,310854.7183,0.143523232,0.004806253,0.32742336,0.10259503,0.069835418,0.000759235,112.3471467,-134.45067,3283.8167,190.9891,551.05646,-57.650543,1093.5785,42.20917,315.39886,11.487581,260.83508,-2.2983155,259.46506,10.87159,142.11826,-9.077467,108.104965,10.121063,144.60483,-5.794324,99.507675,0.8174696,64.3121,9.9366665,77.601654,-6.5622506,71.44961,0.16058502,81.585625,-7.210678,81.58536,-10.723727,97.474,-8.502909,107.27081,-2.8768082,147.70282,4.9873686,187.79013,0.55223185,171.77513,VJS
vjs (60).wav,1146.801552,75451.02411,2167.942521,311495.0723,0.081730142,0.00629621,0.45225593,0.09944359,0.065248232,0.000664245,123.046875,-215.49063,9102.376,174.0083,1055.8282,-51.85159,2198.3328,20.787184,225.70634,-4.259004,276.0132,-8.492909,319.19922,10.53746,97.328476,-17.35144,231.55977,3.2493126,142.84375,0.39298955,91.929344,0.34687835,39.91441,14.244799,129.95718,-7.2475224,119.87107,-4.765235,120.63369,4.369279,51.57686,-3.78738,65.08736,-6.331437,61.861366,-4.383311,32.134937,-1.5976837,38.983692,-4.0997105,36.127136,VJS
